Id,Title,Price,User_id,profileName,review/score,review/text,review/time
735,Deep Learning with Python,49.46,112,User 461,3,practical practical challenging insightful great dense clear comprehensive great dense insightful great practical comprehensive challenging clear practical great dense dense insightful comprehensive clear challenging great comprehensive practical clear,1587506400
736,Deep Learning with Python,44.27,235,User 267,2,comprehensive great challenging clear comprehensive dense comprehensive clear dense dense great clear clear clear clear practical clear insightful,1586988000
737,Hands-On Machine Learning,63.69,275,User 94,4,challenging dense great comprehensive clear challenging comprehensive clear clear dense dense clear dense comprehensive clear great insightful comprehensive clear,1583967600
738,Designing Data-Intensive Applications,67.8,191,User 277,2,great great practical dense insightful challenging clear practical great great clear,1593208800
739,Effective Python,16.16,179,User 172,4,dense dense comprehensive insightful dense comprehensive insightful insightful,1587852000
740,Python Data Science Handbook,53.84,110,User 249,1,great practical clear dense clear dense clear comprehensive practical clear comprehensive practical great insightful practical insightful insightful challenging insightful insightful insightful challenging clear great,1607295600
741,Python Data Science Handbook,12.07,457,User 178,1,challenging dense insightful practical comprehensive practical dense clear practical clear dense great practical comprehensive comprehensive great challenging challenging challenging comprehensive clear,1586383200
742,Data Pipelines Pocket Reference,75.72,9,User 406,4,dense practical practical practical insightful clear dense insightful insightful clear great,1589925600
743,Building Microservices,57.92,31,User 326,4,dense comprehensive clear challenging practical dense comprehensive dense clear dense challenging dense great practical comprehensive practical dense,1599861600
744,Python Data Science Handbook,77.93,302,User 319,4,clear clear great challenging practical insightful insightful clear practical practical comprehensive challenging challenging great great insightful,1593295200
745,Building Microservices,14.98,305,User 67,3,insightful great comprehensive dense practical comprehensive practical great great insightful clear great insightful challenging great practical practical insightful dense great comprehensive clear insightful dense great insightful,1578524400
746,Clean Code,47.41,498,User 472,2,challenging great great great practical clear comprehensive challenging challenging great,1603404000
747,Python Data Science Handbook,61.16,269,User 229,4,challenging challenging insightful dense clear clear great challenging challenging challenging clear,1600207200
748,Effective Python,45.13,467,User 486,3,insightful challenging practical comprehensive practical dense insightful insightful comprehensive clear challenging great,1598479200
749,Deep Learning with Python,37.92,126,User 116,1,great practical practical clear great challenging great great clear insightful insightful insightful comprehensive challenging practical clear practical comprehensive comprehensive practical insightful practical clear comprehensive practical,1593122400
750,Effective Python,58.19,146,User 271,4,insightful practical clear practical dense great great dense great insightful great,1596492000
751,Hands-On Machine Learning,31.35,388,User 237,3,insightful clear comprehensive challenging challenging comprehensive practical comprehensive dense practical challenging practical practical clear practical practical,1584572400
752,Clean Code,31.51,412,User 237,4,great insightful comprehensive comprehensive dense insightful challenging dense insightful comprehensive dense insightful clear dense practical comprehensive great practical dense challenging dense insightful insightful practical,1596319200
753,Clean Code,42.56,197,User 434,3,clear challenging dense challenging practical great comprehensive practical challenging clear practical challenging clear practical clear dense dense challenging practical dense dense great challenging,1591567200
754,Data Pipelines Pocket Reference,34.74,279,User 500,2,dense clear insightful comprehensive challenging great comprehensive dense dense challenging challenging challenging comprehensive challenging clear comprehensive comprehensive clear comprehensive clear comprehensive challenging dense dense challenging insightful great great clear great,1592690400
755,The Pragmatic Programmer,57.28,297,User 349,2,comprehensive comprehensive great great dense great challenging dense clear insightful insightful comprehensive great clear great great insightful challenging insightful challenging practical challenging great comprehensive,1597788000
756,Data Pipelines Pocket Reference,22.8,320,User 155,1,challenging comprehensive clear clear challenging challenging insightful insightful insightful comprehensive dense,1579388400
757,Introduction to Algorithms,68.8,383,User 472,4,great great challenging practical dense challenging challenging challenging clear challenging clear practical comprehensive comprehensive dense practical dense comprehensive comprehensive practical practical clear clear practical clear clear practical clear insightful,1599516000
758,Data Pipelines Pocket Reference,60.26,31,User 419,3,insightful great challenging clear practical challenging insightful clear insightful challenging clear dense comprehensive great comprehensive challenging,1608678000
759,Data Pipelines Pocket Reference,60.2,492,User 318,2,clear comprehensive comprehensive challenging practical practical insightful clear great comprehensive challenging clear dense insightful dense,1590616800
760,The Pragmatic Programmer,58.97,216,User 434,3,insightful practical clear challenging great practical comprehensive insightful great insightful practical great challenging insightful clear insightful dense great great insightful,1593727200
761,Python Data Science Handbook,68.9,239,User 245,5,comprehensive challenging comprehensive comprehensive great comprehensive dense comprehensive clear insightful comprehensive practical clear great great great dense comprehensive great clear great practical,1589148000
762,Building Microservices,65.55,367,User 162,5,practical clear insightful comprehensive great clear great comprehensive practical challenging clear clear great dense challenging clear insightful clear dense challenging challenging clear insightful,1605999600
763,Effective Python,46.78,326,User 281,5,dense insightful clear challenging clear clear challenging great practical clear clear comprehensive challenging comprehensive clear clear comprehensive insightful comprehensive challenging challenging dense dense comprehensive dense great challenging dense insightful great,1591394400
764,Introduction to Algorithms,11.64,124,User 38,4,dense practical challenging comprehensive practical practical clear insightful practical great challenging practical clear great practical practical practical clear insightful,1608073200
765,Hands-On Machine Learning,64.33,3,User 115,5,insightful practical clear dense clear great clear clear dense great practical insightful great comprehensive insightful great challenging dense practical comprehensive dense clear comprehensive practical insightful practical dense clear,1603753200
766,Deep Learning with Python,25.41,185,User 90,1,comprehensive challenging great insightful insightful great comprehensive challenging great comprehensive dense practical practical dense,1591308000
767,Deep Learning with Python,72.98,149,User 2,3,great practical comprehensive challenging dense clear comprehensive dense comprehensive insightful insightful,1587160800
768,Hands-On Machine Learning,70.47,208,User 466,1,clear insightful clear insightful insightful great insightful insightful great,1603144800
769,Python Data Science Handbook,68.7,325,User 245,1,dense practical clear practical dense great comprehensive challenging comprehensive clear clear clear insightful comprehensive comprehensive insightful dense clear challenging comprehensive great practical challenging great practical insightful insightful great,1592172000
770,Effective Python,72.94,193,User 365,1,great comprehensive comprehensive great challenging great comprehensive challenging comprehensive challenging,1592344800
771,Introduction to Algorithms,10.8,266,User 374,2,practical insightful challenging practical practical comprehensive practical clear dense comprehensive dense comprehensive insightful practical dense insightful comprehensive insightful great comprehensive practical great comprehensive insightful practical dense clear practical practical,1606172400
772,Designing Data-Intensive Applications,75.79,243,User 221,5,practical practical dense challenging great challenging great challenging challenging great,1579129200
773,The Pragmatic Programmer,59.06,82,User 170,1,comprehensive dense challenging great practical dense great great,1608246000
774,Python Data Science Handbook,14.14,103,User 177,3,comprehensive dense practical clear dense challenging comprehensive practical great dense clear,1603058400
775,Designing Data-Intensive Applications,52.59,411,User 270,5,practical practical dense insightful dense great clear challenging great insightful practical challenging comprehensive comprehensive practical great insightful great dense dense comprehensive challenging practical challenging comprehensive comprehensive practical dense insightful practical,1592172000
776,The Pragmatic Programmer,34.69,470,User 459,5,challenging dense comprehensive challenging comprehensive clear clear dense dense clear insightful dense challenging clear comprehensive challenging comprehensive comprehensive challenging dense dense insightful practical great clear,1587679200
777,Hands-On Machine Learning,41.63,324,User 173,4,practical great great challenging dense comprehensive comprehensive challenging clear dense great clear practical practical dense practical dense great dense great dense dense practical,1579561200
778,Data Pipelines Pocket Reference,49.59,416,User 313,5,practical practical comprehensive comprehensive practical insightful comprehensive clear clear practical insightful clear comprehensive practical challenging practical challenging insightful comprehensive great insightful clear dense challenging insightful comprehensive,1595714400
779,Python Data Science Handbook,20.83,496,User 11,1,practical great clear dense insightful great great practical insightful great practical comprehensive great,1606172400
780,Data Pipelines Pocket Reference,29.85,338,User 78,5,insightful clear comprehensive dense practical comprehensive dense great insightful insightful challenging great dense dense great challenging practical clear,1599429600
781,Data Pipelines Pocket Reference,22.77,391,User 137,1,great dense comprehensive great great challenging practical insightful challenging insightful clear dense dense comprehensive insightful great,1594504800
782,Python Data Science Handbook,75.19,391,User 464,2,insightful clear clear comprehensive challenging clear insightful great insightful comprehensive practical great clear clear dense dense challenging comprehensive dense clear practical challenging insightful dense comprehensive,1608505200
783,Effective Python,43.31,343,User 116,4,dense great practical great practical insightful dense great practical insightful clear insightful clear challenging comprehensive dense dense insightful practical,1601503200
784,Building Microservices,29.08,208,User 5,1,insightful comprehensive clear dense great dense clear great great practical challenging comprehensive insightful insightful challenging comprehensive dense clear,1588370400
785,Data Pipelines Pocket Reference,76.58,125,User 366,2,clear practical comprehensive challenging great comprehensive dense dense great great dense practical practical challenging practical dense clear challenging clear,1604444400
786,Python Data Science Handbook,33.9,478,User 58,4,great great insightful dense great comprehensive insightful dense insightful challenging great clear challenging insightful challenging clear,1595196000
787,Python Data Science Handbook,37.98,429,User 89,4,insightful dense challenging dense insightful insightful great practical challenging practical great clear practical challenging dense comprehensive comprehensive insightful insightful practical insightful comprehensive clear clear insightful great comprehensive insightful dense clear,1600725600
788,Deep Learning with Python,34.36,362,User 465,4,dense insightful challenging practical dense great dense dense insightful clear clear challenging dense great insightful challenging dense challenging dense practical practical comprehensive comprehensive dense comprehensive insightful,1592344800
789,Introduction to Algorithms,62.48,487,User 163,5,great practical challenging insightful dense comprehensive clear dense insightful comprehensive clear dense clear dense clear practical comprehensive great comprehensive dense great practical insightful great dense dense dense challenging insightful insightful,1584658800
790,Effective Python,68.59,201,User 344,1,dense insightful insightful challenging comprehensive clear challenging comprehensive,1608937200
791,Introduction to Algorithms,50.57,434,User 246,4,challenging comprehensive dense clear insightful practical challenging great great practical dense insightful insightful comprehensive challenging comprehensive practical great,1608505200
792,Clean Code,25.93,183,User 472,5,challenging challenging clear practical practical challenging challenging practical comprehensive great clear challenging comprehensive challenging clear practical clear challenging clear practical great insightful,1593640800
793,Introduction to Algorithms,31.34,81,User 38,1,dense comprehensive challenging dense clear comprehensive great dense clear challenging great challenging practical dense great great comprehensive comprehensive insightful challenging great comprehensive great challenging comprehensive dense insightful,1579993200
794,Clean Code,62.03,291,User 241,1,clear clear comprehensive great dense practical challenging clear insightful challenging great great great comprehensive challenging,1590357600
795,Data Pipelines Pocket Reference,51.35,380,User 327,5,comprehensive insightful challenging clear great dense comprehensive clear comprehensive challenging clear clear challenging insightful challenging insightful comprehensive clear practical dense comprehensive practical insightful comprehensive great practical challenging,1582671600
796,Deep Learning with Python,62.54,191,User 326,3,challenging comprehensive clear practical challenging great insightful clear practical dense clear challenging insightful clear practical comprehensive,1608937200
797,Building Microservices,46.75,276,User 177,5,great dense practical clear insightful dense dense practical dense practical insightful dense great challenging challenging great great practical practical dense challenging,1582153200
798,Deep Learning with Python,57.44,276,User 431,4,clear practical comprehensive comprehensive challenging challenging challenging challenging comprehensive great dense comprehensive challenging challenging practical practical comprehensive comprehensive clear challenging comprehensive comprehensive clear insightful clear insightful dense insightful clear clear,1582758000
799,Deep Learning with Python,38.34,481,User 188,2,challenging dense challenging comprehensive dense challenging comprehensive dense challenging practical dense comprehensive dense great great clear challenging practical comprehensive great,1600380000
800,Introduction to Algorithms,48.14,352,User 351,5,comprehensive great dense dense practical great clear great insightful clear clear clear dense comprehensive great insightful comprehensive practical practical dense practical great dense practical clear,1588629600
801,Designing Data-Intensive Applications,27.74,399,User 296,2,practical dense great insightful practical insightful challenging insightful challenging clear practical challenging practical comprehensive dense dense challenging,1587247200
802,Designing Data-Intensive Applications,42.84,427,User 233,3,comprehensive comprehensive insightful challenging challenging clear dense insightful practical clear challenging dense comprehensive,1591308000
803,Data Pipelines Pocket Reference,54.31,408,User 94,4,insightful challenging insightful practical practical insightful comprehensive clear comprehensive dense great great challenging challenging practical insightful clear,1604703600
804,Effective Python,26.8,292,User 104,5,insightful dense clear insightful great clear insightful clear practical practical great,1606777200
805,Introduction to Algorithms,32.18,190,User 218,5,clear great challenging comprehensive insightful comprehensive insightful challenging,1599256800
806,Designing Data-Intensive Applications,19.83,236,User 339,5,insightful practical dense great clear practical dense challenging challenging clear dense practical practical insightful great great challenging dense comprehensive dense,1601503200
807,Hands-On Machine Learning,29.43,402,User 421,2,challenging great insightful great practical challenging clear dense challenging clear clear challenging insightful insightful insightful practical great dense great comprehensive practical great,1578178800
808,Effective Python,63.14,408,User 494,2,great challenging challenging comprehensive challenging challenging comprehensive challenging,1582153200
809,Data Pipelines Pocket Reference,29.32,189,User 460,2,insightful dense clear challenging comprehensive clear practical clear,1579906800
810,Introduction to Algorithms,31.05,327,User 454,2,great practical practical comprehensive insightful comprehensive clear practical,1583017200
811,Clean Code,76.69,176,User 229,5,insightful clear great great challenging comprehensive challenging clear insightful practical,1602799200
812,Python Data Science Handbook,46.95,57,User 192,3,clear great insightful practical great dense dense great challenging practical great insightful comprehensive practical comprehensive challenging clear practical insightful,1584918000
813,Deep Learning with Python,50.2,30,User 10,2,practical dense great clear comprehensive dense practical great insightful insightful comprehensive practical comprehensive dense comprehensive challenging dense clear,1595628000
814,Hands-On Machine Learning,46.65,15,User 277,4,clear practical practical clear insightful practical clear challenging comprehensive insightful insightful dense dense comprehensive great practical insightful comprehensive practical clear challenging clear comprehensive practical clear clear clear dense practical,1596405600
815,Hands-On Machine Learning,44.26,312,User 318,5,dense great practical practical challenging practical clear clear comprehensive insightful clear challenging,1606777200
816,Building Microservices,63.44,366,User 61,3,practical challenging great dense insightful comprehensive great insightful challenging practical dense dense great challenging clear clear clear great insightful insightful comprehensive insightful practical challenging challenging comprehensive insightful challenging insightful,1593727200
817,Effective Python,63.2,183,User 143,1,comprehensive great practical challenging clear insightful great practical clear comprehensive practical practical comprehensive great great comprehensive comprehensive,1607468400
818,The Pragmatic Programmer,33.77,112,User 448,1,practical comprehensive dense insightful insightful great dense dense clear insightful practical clear challenging comprehensive comprehensive comprehensive great challenging challenging challenging dense great insightful practical comprehensive challenging clear clear dense,1584831600
819,Effective Python,24.37,441,User 456,1,insightful challenging great comprehensive comprehensive practical clear clear dense clear great great clear insightful clear challenging practical practical challenging dense insightful dense great great,1593640800
820,Hands-On Machine Learning,62.66,142,User 40,2,dense dense clear great challenging great great comprehensive clear insightful challenging comprehensive,1587938400
821,Effective Python,44.87,124,User 90,5,insightful insightful practical great comprehensive insightful insightful great insightful practical great dense insightful great insightful comprehensive practical great challenging comprehensive practical practical comprehensive insightful great,1605049200
822,The Pragmatic Programmer,44.4,470,User 70,5,insightful insightful great challenging dense dense practical clear dense dense insightful practical comprehensive comprehensive,1604617200
823,Deep Learning with Python,72.55,45,User 409,3,great practical dense great practical comprehensive dense challenging practical dense dense practical clear challenging comprehensive clear clear clear great great challenging,1607554800
824,Python Data Science Handbook,16.9,299,User 202,3,clear challenging clear practical challenging dense clear dense clear clear insightful comprehensive comprehensive challenging practical great clear dense challenging insightful practical comprehensive clear,1607900400
825,Designing Data-Intensive Applications,63.83,435,User 433,3,challenging great practical comprehensive practical dense comprehensive clear comprehensive dense insightful dense,1579561200
826,Clean Code,68.16,457,User 419,2,comprehensive great clear insightful great challenging comprehensive great insightful comprehensive clear comprehensive great dense comprehensive comprehensive dense clear challenging challenging challenging comprehensive clear,1590444000
827,Building Microservices,33.88,153,User 468,2,clear clear practical practical great insightful clear insightful comprehensive great comprehensive great practical insightful great clear practical great practical,1607036400
828,Python Data Science Handbook,10.21,171,User 446,3,comprehensive challenging great comprehensive challenging practical comprehensive insightful insightful great challenging dense dense insightful comprehensive comprehensive dense challenging challenging clear great great comprehensive challenging challenging practical,1601589600
829,Effective Python,22.87,327,User 385,3,dense practical clear clear great great practical clear clear clear dense clear challenging insightful,1583276400
830,The Pragmatic Programmer,46.83,242,User 315,5,practical dense practical great insightful insightful great dense,1580598000
831,Introduction to Algorithms,10.69,491,User 47,3,dense comprehensive challenging comprehensive clear insightful challenging practical insightful dense clear great dense challenging great challenging,1589752800
832,Python Data Science Handbook,37.23,157,User 101,1,insightful comprehensive practical great insightful comprehensive clear comprehensive insightful challenging practical clear clear clear dense,1578870000
833,Effective Python,11.58,458,User 426,5,insightful insightful challenging clear dense clear clear challenging challenging,1578438000
834,Effective Python,70.75,277,User 67,5,clear practical comprehensive dense comprehensive comprehensive clear dense clear challenging comprehensive comprehensive insightful insightful great clear challenging challenging clear insightful,1602799200
835,Deep Learning with Python,47.97,1,User 311,2,dense challenging insightful clear clear insightful challenging clear comprehensive comprehensive great comprehensive challenging great challenging practical clear comprehensive dense practical challenging,1592172000
836,Building Microservices,60.36,3,User 386,3,challenging practical practical insightful challenging great insightful insightful challenging dense clear comprehensive challenging insightful practical great great clear great clear great clear practical insightful dense clear dense dense insightful,1588802400
837,Python Data Science Handbook,79.48,128,User 286,4,challenging insightful challenging comprehensive practical dense dense great challenging insightful comprehensive dense clear great great insightful insightful dense insightful great practical comprehensive dense clear,1595887200
838,Introduction to Algorithms,43.99,56,User 472,5,dense dense clear practical practical great dense great clear,1596578400
839,Hands-On Machine Learning,40.67,495,User 244,1,dense insightful comprehensive great dense practical dense great clear great dense practical challenging comprehensive insightful great great clear insightful comprehensive insightful great challenging challenging dense,1595800800
840,Effective Python,56.72,13,User 143,5,dense clear insightful practical practical dense great dense insightful great challenging challenging comprehensive comprehensive dense practical challenging,1586556000
841,The Pragmatic Programmer,54.1,276,User 240,1,great insightful practical clear challenging great challenging great practical great clear practical challenging challenging practical comprehensive clear insightful comprehensive comprehensive dense practical insightful comprehensive comprehensive practical challenging clear dense,1591567200
842,The Pragmatic Programmer,27.65,256,User 332,4,challenging insightful practical clear practical practical dense great insightful practical insightful practical great challenging practical practical great clear great great dense insightful practical insightful comprehensive practical insightful challenging,1605654000
843,The Pragmatic Programmer,26.62,329,User 270,3,practical comprehensive insightful comprehensive comprehensive insightful great insightful great dense dense dense,1581289200
844,The Pragmatic Programmer,29.74,433,User 326,5,insightful clear challenging clear challenging insightful dense challenging dense,1598392800
845,Building Microservices,50.69,367,User 63,1,practical practical comprehensive dense dense insightful practical practical challenging great challenging insightful dense insightful dense practical clear clear dense challenging dense insightful clear great clear,1595023200
846,Designing Data-Intensive Applications,17.71,89,User 84,5,practical dense great insightful great practical comprehensive great practical clear comprehensive great clear challenging great clear practical dense dense clear insightful clear practical practical,1608246000
847,Designing Data-Intensive Applications,37.1,173,User 130,1,insightful clear great insightful clear dense comprehensive great comprehensive,1608678000
848,Python Data Science Handbook,72.83,495,User 444,1,clear challenging comprehensive dense comprehensive comprehensive practical dense great great clear practical dense clear challenging challenging great clear dense dense practical insightful challenging great insightful comprehensive practical,1593727200
849,Building Microservices,38.99,129,User 200,3,insightful practical clear clear comprehensive practical dense great dense dense,1603666800
850,The Pragmatic Programmer,16.16,317,User 107,2,clear insightful comprehensive insightful clear challenging dense great clear challenging dense challenging challenging insightful dense dense great practical challenging insightful comprehensive comprehensive dense great clear great challenging dense,1588629600
851,Data Pipelines Pocket Reference,36.01,451,User 120,1,great comprehensive dense dense comprehensive great great insightful clear challenging comprehensive great dense dense challenging clear clear,1585692000
852,Python Data Science Handbook,67.73,369,User 473,1,practical practical comprehensive practical practical challenging comprehensive practical dense practical dense,1585692000
853,Deep Learning with Python,41.45,451,User 303,4,comprehensive dense challenging practical comprehensive great great insightful clear challenging great great great insightful practical great dense insightful dense challenging dense great,1579215600
854,Python Data Science Handbook,48.05,427,User 446,5,great practical comprehensive comprehensive insightful comprehensive dense comprehensive challenging practical dense clear great comprehensive clear comprehensive challenging comprehensive great comprehensive great,1594072800
855,Clean Code,68.22,308,User 461,1,insightful great challenging clear insightful practical comprehensive practical dense insightful great challenging challenging challenging comprehensive dense practical challenging great practical comprehensive comprehensive insightful,1592431200
856,Introduction to Algorithms,40.21,237,User 9,1,comprehensive dense comprehensive challenging dense dense clear comprehensive insightful insightful challenging dense comprehensive dense insightful clear challenging great comprehensive challenging comprehensive practical insightful comprehensive,1586556000
857,Effective Python,42.95,158,User 39,5,practical comprehensive insightful dense clear practical comprehensive clear insightful clear practical clear insightful,1579906800
858,Clean Code,23.33,465,User 358,2,insightful clear insightful comprehensive dense challenging dense clear comprehensive practical great comprehensive,1581289200
859,Hands-On Machine Learning,29.38,358,User 361,5,insightful great insightful challenging comprehensive dense insightful comprehensive comprehensive clear,1604617200
860,Hands-On Machine Learning,43.82,144,User 26,4,clear dense great dense challenging great practical challenging clear practical dense dense insightful comprehensive dense clear dense insightful dense dense insightful challenging clear insightful challenging clear great great great insightful,1603666800
861,Hands-On Machine Learning,79.55,341,User 120,1,challenging challenging clear challenging comprehensive challenging practical comprehensive insightful dense challenging comprehensive great insightful clear challenging practical clear dense dense dense comprehensive challenging dense great dense clear great dense,1587679200
862,Clean Code,28.95,284,User 193,3,clear comprehensive clear comprehensive practical insightful comprehensive dense dense insightful practical dense dense great dense great practical,1587247200
863,Clean Code,30.41,207,User 377,2,comprehensive insightful insightful dense great clear challenging dense challenging challenging challenging clear great challenging challenging clear practical dense great great dense dense dense insightful practical,1604962800
864,Clean Code,45.84,418,User 434,1,comprehensive insightful insightful comprehensive insightful practical great clear challenging comprehensive challenging great challenging great practical great comprehensive insightful practical insightful insightful great practical challenging insightful practical challenging,1598133600
865,Deep Learning with Python,57.54,435,User 331,1,clear practical insightful clear challenging great challenging challenging comprehensive dense dense clear comprehensive challenging comprehensive practical practical dense challenging insightful insightful clear insightful,1586037600
866,Hands-On Machine Learning,39.93,368,User 227,3,challenging challenging comprehensive insightful dense clear challenging challenging challenging dense practical comprehensive great,1598306400
867,Hands-On Machine Learning,34.51,417,User 161,1,challenging comprehensive dense clear practical comprehensive comprehensive challenging insightful clear comprehensive practical clear comprehensive great clear dense dense practical dense dense challenging,1601589600
868,Python Data Science Handbook,48.74,380,User 299,5,challenging dense challenging insightful dense dense clear practical great challenging great dense dense clear insightful dense insightful comprehensive insightful great clear great clear comprehensive comprehensive clear dense practical,1593727200
869,Building Microservices,76.07,342,User 492,5,comprehensive clear clear great challenging great challenging challenging practical practical insightful challenging challenging great practical clear practical clear clear comprehensive clear dense,1591135200
870,Introduction to Algorithms,44.6,397,User 12,4,dense insightful insightful insightful insightful comprehensive practical insightful challenging challenging clear comprehensive challenging clear challenging,1586988000
871,Clean Code,56.25,367,User 410,5,great comprehensive dense practical insightful clear challenging practical practical comprehensive practical clear great insightful insightful great comprehensive,1590271200
872,Effective Python,12.65,223,User 33,3,dense dense challenging challenging comprehensive challenging practical practical dense clear practical great challenging practical challenging practical insightful practical practical dense practical clear clear great practical dense,1587592800
873,Hands-On Machine Learning,31.68,313,User 1,4,great dense comprehensive great great dense clear insightful great clear clear comprehensive challenging great practical practical insightful clear insightful great challenging practical great challenging,1579302000
874,Data Pipelines Pocket Reference,76.16,259,User 55,1,comprehensive great great great practical challenging challenging great comprehensive comprehensive comprehensive comprehensive practical challenging great challenging insightful clear practical comprehensive practical great comprehensive comprehensive,1602626400
875,Introduction to Algorithms,26.3,5,User 285,3,challenging clear great practical challenging great clear dense dense insightful comprehensive challenging clear challenging great clear practical challenging challenging practical,1601935200
876,Clean Code,72.39,130,User 334,4,great dense challenging clear practical challenging practical clear clear challenging insightful great clear great insightful dense great clear insightful dense,1583622000
877,Designing Data-Intensive Applications,52.68,176,User 182,3,clear challenging comprehensive practical comprehensive practical comprehensive challenging great great practical comprehensive comprehensive practical challenging practical comprehensive dense clear insightful great insightful challenging comprehensive,1590962400
878,The Pragmatic Programmer,36.96,83,User 40,4,dense dense dense dense comprehensive comprehensive great challenging insightful insightful great practical comprehensive great insightful dense great practical,1599602400
879,Effective Python,26.43,427,User 357,5,practical great insightful insightful great practical clear dense comprehensive challenging comprehensive practical insightful challenging comprehensive comprehensive,1591135200
880,Data Pipelines Pocket Reference,76.62,470,User 465,1,dense dense comprehensive practical comprehensive insightful great insightful challenging challenging great great clear challenging challenging challenging clear comprehensive challenging dense insightful practical comprehensive insightful dense,1592517600
881,Designing Data-Intensive Applications,14.2,456,User 75,2,practical comprehensive comprehensive great clear dense insightful clear practical dense comprehensive dense,1600552800
882,Introduction to Algorithms,13.54,372,User 202,3,dense clear comprehensive practical practical clear great challenging clear insightful clear insightful dense dense insightful clear clear challenging great great comprehensive comprehensive,1604790000
883,Effective Python,74.88,247,User 100,5,insightful comprehensive challenging insightful clear clear dense dense clear clear,1597096800
884,The Pragmatic Programmer,30.86,306,User 71,1,insightful comprehensive clear comprehensive challenging practical comprehensive great dense challenging insightful,1579993200
885,Hands-On Machine Learning,57.16,317,User 77,3,clear practical great comprehensive great challenging practical practical challenging comprehensive great clear comprehensive practical practical dense,1609023600
886,Designing Data-Intensive Applications,58.89,455,User 84,3,clear great challenging practical comprehensive practical great clear comprehensive practical great clear insightful practical challenging challenging clear,1583362800
887,Hands-On Machine Learning,41.37,279,User 423,4,practical practical great clear clear clear great insightful great dense comprehensive comprehensive,1593295200
888,Introduction to Algorithms,15.27,425,User 442,5,practical insightful comprehensive insightful clear comprehensive challenging clear clear insightful clear clear comprehensive great practical comprehensive insightful clear practical,1603144800
889,Introduction to Algorithms,62.09,301,User 79,2,dense great practical dense comprehensive insightful challenging clear clear comprehensive insightful challenging insightful challenging great clear great clear,1591221600
890,Clean Code,58.67,26,User 8,2,clear great great challenging dense dense great insightful dense comprehensive practical clear clear practical,1586988000
891,Deep Learning with Python,56.85,413,User 106,4,comprehensive practical great dense comprehensive great great comprehensive practical clear challenging challenging clear comprehensive challenging comprehensive challenging great great,1583362800
892,Introduction to Algorithms,18.07,486,User 386,2,challenging comprehensive challenging comprehensive challenging comprehensive great insightful clear practical dense challenging practical comprehensive challenging dense,1604876400
893,Designing Data-Intensive Applications,50.23,175,User 226,2,clear clear dense challenging clear insightful comprehensive great comprehensive dense clear comprehensive practical challenging,1595368800
894,Effective Python,67.44,28,User 18,3,insightful dense dense great challenging insightful challenging comprehensive,1586988000
895,Clean Code,14.4,287,User 103,1,dense insightful challenging practical challenging challenging comprehensive practical,1601848800
896,Data Pipelines Pocket Reference,27.73,201,User 92,1,challenging comprehensive clear comprehensive clear dense comprehensive comprehensive insightful great challenging,1577833200
897,Designing Data-Intensive Applications,69.28,361,User 415,3,great comprehensive comprehensive practical dense dense great clear clear practical great practical dense clear comprehensive great practical challenging practical dense challenging comprehensive insightful challenging challenging,1586815200
898,The Pragmatic Programmer,78.26,476,User 344,4,insightful practical dense comprehensive comprehensive challenging practical comprehensive practical comprehensive comprehensive insightful comprehensive comprehensive challenging challenging dense great clear dense clear challenging insightful great practical practical,1591912800
899,Data Pipelines Pocket Reference,38.23,394,User 341,4,comprehensive dense insightful great challenging insightful dense practical challenging comprehensive clear great insightful clear comprehensive challenging practical comprehensive dense great clear practical challenging challenging challenging comprehensive comprehensive dense,1588629600
900,The Pragmatic Programmer,50.0,296,User 259,1,clear great great clear challenging challenging dense practical insightful comprehensive comprehensive clear great insightful great dense comprehensive practical insightful,1595887200
901,Designing Data-Intensive Applications,40.53,300,User 42,4,comprehensive challenging insightful insightful great dense great dense great comprehensive challenging clear,1608850800
902,The Pragmatic Programmer,65.43,401,User 381,4,practical challenging challenging clear great great great practical comprehensive clear,1581548400
903,Designing Data-Intensive Applications,14.89,113,User 253,4,insightful clear insightful comprehensive clear dense dense comprehensive comprehensive comprehensive clear insightful clear insightful insightful practical challenging dense comprehensive practical great comprehensive challenging,1590616800
904,Introduction to Algorithms,76.31,15,User 65,1,comprehensive great insightful practical dense great clear dense challenging challenging great challenging,1582585200
905,Python Data Science Handbook,57.27,95,User 444,1,comprehensive insightful challenging insightful challenging clear great great dense practical practical challenging clear clear challenging great insightful insightful comprehensive challenging clear practical challenging challenging dense comprehensive insightful challenging,1606086000
906,Data Pipelines Pocket Reference,51.1,196,User 297,2,comprehensive comprehensive great insightful dense practical challenging great practical insightful insightful insightful practical comprehensive challenging clear dense comprehensive practical comprehensive dense comprehensive insightful comprehensive practical insightful practical,1587506400
907,Deep Learning with Python,17.5,273,User 262,2,great practical challenging insightful comprehensive insightful challenging clear great insightful challenging challenging great dense,1596405600
908,Hands-On Machine Learning,70.34,450,User 152,5,dense challenging dense challenging practical challenging practical practical insightful comprehensive dense comprehensive great clear great great practical great clear practical challenging insightful clear dense practical challenging practical great,1585864800
909,Python Data Science Handbook,63.8,446,User 363,1,dense challenging practical great clear great great comprehensive comprehensive clear dense great practical challenging challenging,1585692000
